Crop,State,Season,Area,Rainfall,Temperature,Humidity,Soil pH,Nitrogen,Phosphorus,Potassium,Fertilizer,Yield
Rice,West Bengal,Zaid,6.62,655.1,31.7,61.3,6.59,175.2,27.6,35.2,184.6,
Potato,Haryana,Zaid,2.15,1157.0,20.0,59.4,7.86,110.9,83.7,,96.0,24.85
Sugarcane,Punjab,Kharif,3.7,939.3,26.4,61.1,6.88,111.6,22.0,100.1,67.1,100.1
Cotton,Punjab,Zaid,8.5,1313.3,21.3,76.4,7.14,174.0,76.7,109.1,138.4,2.61
Groundnut,Punjab,Rabi,1.58,995.7,21.6,60.3,6.96,113.9,114.8,118.3,159.6,2.99
Sugarcane,Gujarat,Zaid,1.2,930.8,27.9,74.8,7.08,107.2,46.0,148.9,,85.82
Cotton,Tamil Nadu,Kharif,9.15,1157.9,34.5,88.4,5.99,121.2,19.3,57.5,144.5,2.52
Cotton,Punjab,Kharif,7.99,651.6,22.2,79.9,5.57,165.6,87.4,118.8,161.6,2.91
Potato,Uttar Pradesh,Kharif,0.77,1614.4,21.6,71.3,7.44,71.6,69.1,106.2,251.1,28.95
Sugarcane,Maharashtra,Zaid,6.33,1008.2,26.2,84.0,6.51,133.3,95.0,84.2,152.0,95.09
Pulses,Tamil Nadu,Zaid,2.28,1309.0,23.9,61.9,6.35,133.8,71.3,136.5,149.6,1.6
Cotton,Tamil Nadu,Zaid,10.94,703.8,27.5,61.7,6.81,188.3,52.8,171.9,117.6,2.53
Rice,Maharashtra,Rabi,7.2,714.3,16.1,44.8,6.63,128.4,41.2,150.8,263.6,4.95
Groundnut,Karnataka,Rabi,2.68,350.6,32.6,82.6,5.86,68.2,76.2,96.2,128.3,2.53
Rice,Haryana,Kharif,5.39,1544.7,24.7,51.2,,98.1,97.2,102.0,109.1,4.72
Wheat,Punjab,Rabi,2.77,666.5,25.4,57.2,7.9,125.2,58.2,71.1,180.6,4.46
Wheat,Uttar Pradesh,Rabi,4.07,1002.3,30.9,49.6,6.67,105.9,48.5,111.8,114.0,4.23
Cotton,Tamil Nadu,Kharif,6.41,743.3,20.4,66.6,5.94,61.7,66.2,87.8,181.9,2.82
Wheat,Maharashtra,Zaid,9.28,1145.5,29.0,61.7,6.55,125.6,81.1,138.7,69.5,3.66
Wheat,Haryana,Kharif,7.65,410.9,16.0,76.2,5.74,88.8,26.4,90.4,188.3,4.53
Potato,Andhra Pradesh,Zaid,0.61,1018.5,29.5,79.6,6.95,131.2,21.7,147.1,150.5,24.32
Wheat,Uttar Pradesh,Kharif,7.91,806.9,29.6,56.8,5.46,204.3,88.8,84.7,203.9,4.49
Groundnut,Punjab,Kharif,5.73,1190.2,23.6,64.7,7.02,85.0,46.0,119.8,171.9,3.13
Pulses,West Bengal,Rabi,2.2,635.8,24.7,57.5,8.02,71.8,51.7,121.4,195.9,1.77
Cotton,Punjab,Kharif,10.47,1001.7,27.8,51.7,5.54,158.5,19.4,129.6,124.4,2.98
Pulses,Maharashtra,Zaid,1.98,902.7,24.3,95.0,6.0,82.8,54.3,98.9,162.3,1.78
Pulses,Gujarat,Rabi,1.71,1009.9,22.2,65.0,7.7,188.5,83.3,88.8,195.4,1.92
Potato,Tamil Nadu,Zaid,2.92,1359.3,29.5,74.9,7.2,119.0,85.8,91.3,116.9,23.52
Wheat,West Bengal,Zaid,1.59,743.5,31.9,48.4,7.59,99.6,70.3,123.1,113.2,3.61
Wheat,Maharashtra,Kharif,6.73,674.9,34.5,44.4,5.97,57.3,67.8,99.9,39.5,4.34
Groundnut,Punjab,Zaid,2.25,1620.6,25.5,53.9,6.93,102.0,72.3,72.5,143.3,2.59
Groundnut,West Bengal,Rabi,4.57,758.5,20.5,71.1,6.3,173.4,49.1,112.7,190.7,2.93
Pulses,Gujarat,Rabi,1.0,490.0,35.9,89.3,7.32,190.8,72.6,187.3,206.0,1.84
Cotton,Uttar Pradesh,Rabi,5.9,1017.0,26.1,77.2,7.3,131.1,51.7,109.4,175.1,2.66
Groundnut,Haryana,Rabi,4.22,823.5,31.2,73.2,4.93,132.7,,169.8,89.9,2.77
Maize,Gujarat,Rabi,1.07,250.0,30.8,62.0,6.2,124.7,59.5,150.1,159.9,4.95
Rice,Tamil Nadu,Kharif,2.57,892.2,36.3,45.6,7.74,58.2,60.3,130.0,194.8,5.11
Cotton,Punjab,Zaid,3.66,906.7,23.9,81.4,5.84,132.9,54.5,161.6,72.7,2.48
Sugarcane,Andhra Pradesh,Zaid,1.61,874.1,24.4,68.4,6.31,147.8,48.6,107.3,,93.8
Potato,Tamil Nadu,Kharif,4.12,1500.6,26.2,85.9,5.6,116.0,37.7,77.2,108.4,25.8
Pulses,Karnataka,Kharif,2.1,909.4,20.8,84.7,5.81,76.3,31.5,94.8,88.8,1.55
Cotton,Maharashtra,Kharif,9.04,1308.3,24.7,67.8,7.55,60.9,38.0,76.9,212.0,2.36
Rice,Karnataka,Kharif,6.78,592.5,37.7,81.8,5.42,105.6,48.3,140.1,153.6,4.85
Maize,Karnataka,Zaid,3.92,719.1,28.4,63.1,5.37,175.7,39.7,160.4,119.2,4.39
Rice,Madhya Pradesh,Kharif,1.25,726.8,27.2,65.4,6.98,145.5,39.7,84.7,99.8,4.29
Groundnut,Punjab,Zaid,4.97,951.9,22.0,63.7,5.84,,41.4,90.8,160.8,3.03
Wheat,Maharashtra,Kharif,7.71,1128.1,21.8,65.3,7.97,79.8,50.2,122.5,176.5,4.56
Potato,Maharashtra,Zaid,2.42,752.5,22.8,79.8,6.01,108.5,51.1,106.0,20.0,21.38
Cotton,Madhya Pradesh,Kharif,11.52,736.3,16.8,62.9,7.76,80.2,45.1,80.3,169.4,2.7
Pulses,Karnataka,Zaid,3.73,759.2,28.1,77.7,5.9,169.8,45.1,111.6,154.5,1.49
Potato,West Bengal,Rabi,2.11,1061.2,24.6,58.9,7.39,139.5,66.7,130.2,143.2,26.11
Cotton,Gujarat,Kharif,10.26,970.1,29.6,71.0,7.61,123.9,42.9,49.0,70.6,2.31
Potato,Haryana,Kharif,2.17,913.9,21.9,73.9,6.86,114.3,67.2,181.2,202.5,28.73
Rice,Karnataka,Kharif,1.13,593.1,26.4,50.2,8.2,123.1,58.4,135.6,61.4,3.94
Sugarcane,Andhra Pradesh,Zaid,1.9,690.2,28.3,79.3,7.32,73.9,40.4,50.1,147.6,86.62
Cotton,Punjab,Kharif,6.48,946.9,36.9,71.5,7.22,149.3,62.2,162.6,87.4,2.77
Rice,Andhra Pradesh,Rabi,1.62,521.3,24.4,75.3,5.84,143.4,49.9,151.5,81.4,4.25
Cotton,Gujarat,Kharif,3.1,756.0,25.5,72.3,5.85,133.0,17.4,79.1,100.0,2.59
Groundnut,Tamil Nadu,Kharif,3.5,677.8,25.5,59.0,6.46,155.7,45.1,97.2,164.3,2.94
Cotton,Madhya Pradesh,Zaid,6.02,1231.6,23.1,66.6,5.99,143.6,97.0,135.3,127.2,2.55
Rice,Andhra Pradesh,Zaid,6.34,880.4,25.3,67.3,6.49,48.6,67.0,109.5,142.0,4.14
Cotton,Uttar Pradesh,Zaid,3.49,920.5,32.0,68.4,6.87,155.3,80.1,144.4,141.8,2.55
Pulses,Gujarat,Zaid,5.47,787.3,27.5,72.8,6.95,114.8,72.0,78.2,158.9,1.61
Cotton,Tamil Nadu,Zaid,6.64,934.4,26.5,60.9,6.64,229.1,35.7,103.4,72.6,2.27
Sugarcane,Andhra Pradesh,Zaid,6.55,1231.4,23.3,40.5,7.01,109.2,93.1,158.5,119.2,91.78
Pulses,Uttar Pradesh,Kharif,6.29,949.5,26.1,74.2,7.04,101.5,101.7,144.6,73.5,1.92
Maize,Maharashtra,Zaid,3.15,1235.1,28.3,65.7,6.86,97.2,,119.9,161.7,4.28
Sugarcane,Tamil Nadu,Zaid,3.0,890.8,26.9,79.6,7.61,145.4,68.6,67.9,150.6,102.93
Wheat,Madhya Pradesh,Zaid,3.97,580.1,35.9,52.8,7.15,125.6,61.8,162.8,38.7,3.3
Maize,Haryana,Kharif,3.31,401.5,18.2,64.9,7.36,177.1,36.9,165.2,88.5,5.83
Cotton,Punjab,Kharif,6.5,661.8,21.3,67.8,5.86,159.8,90.6,140.3,107.9,2.77
Potato,Punjab,Rabi,2.44,647.7,28.6,65.7,5.57,40.0,81.1,65.1,171.1,30.97
Cotton,Uttar Pradesh,Kharif,5.46,790.9,40.0,84.6,6.91,94.4,32.5,88.1,219.5,2.63
Cotton,Uttar Pradesh,Rabi,9.41,722.1,27.1,60.9,5.18,116.4,51.8,90.1,300.0,2.77
Wheat,Andhra Pradesh,Kharif,8.19,422.1,22.2,74.8,6.74,84.3,69.8,102.0,168.7,4.52
Sugarcane,Gujarat,Rabi,1.71,304.9,24.8,69.1,6.06,87.9,36.5,90.6,119.7,95.8
Wheat,West Bengal,Rabi,9.73,983.9,30.1,65.8,6.99,148.2,52.1,176.0,165.1,4.42
Rice,Maharashtra,Rabi,2.42,1158.7,29.6,71.0,6.3,108.5,33.8,183.6,181.3,4.31
Wheat,Punjab,Rabi,4.2,1436.4,26.1,62.5,6.85,76.9,41.1,93.6,92.0,4.71
Pulses,Punjab,Kharif,2.95,756.9,15.3,66.5,7.41,99.2,47.5,,153.2,1.81
Maize,Maharashtra,Kharif,5.18,1008.7,24.0,84.2,7.01,146.6,30.0,180.2,151.8,5.41
Maize,Maharashtra,Zaid,5.83,779.8,34.7,81.7,6.67,132.0,32.0,76.8,254.9,4.99
Maize,Uttar Pradesh,Kharif,3.19,533.7,30.3,70.3,7.16,40.0,55.0,143.9,190.5,5.11
Groundnut,Uttar Pradesh,Kharif,5.8,809.9,29.7,45.2,6.6,135.7,30.1,68.5,202.5,2.83
Sugarcane,Andhra Pradesh,Zaid,1.49,1148.8,29.6,41.6,6.16,142.9,37.0,53.8,187.0,90.07
Rice,Haryana,Kharif,3.88,1072.8,33.5,70.9,5.49,68.8,47.8,65.9,74.6,4.13
Wheat,Haryana,Rabi,7.16,666.1,23.4,69.3,7.13,159.7,61.1,100.5,176.3,5.04
Rice,West Bengal,Kharif,4.12,547.4,31.6,66.7,6.92,135.7,58.7,125.0,136.2,4.66
Pulses,Karnataka,Kharif,5.82,1209.4,26.4,72.1,6.39,184.3,37.5,63.7,174.5,1.73
Wheat,Karnataka,Kharif,3.65,1073.2,25.2,58.0,5.36,98.4,48.8,97.2,183.6,4.73
Groundnut,Punjab,Zaid,4.52,1062.9,38.4,70.7,7.03,119.2,28.0,101.1,157.1,3.0
Sugarcane,Punjab,Kharif,8.04,618.5,34.8,82.5,6.0,104.4,64.4,118.0,158.7,109.08
Maize,Haryana,Zaid,6.03,845.4,24.6,91.5,5.98,88.8,55.0,70.8,90.7,4.47
Potato,Maharashtra,Rabi,0.61,779.5,25.5,88.7,5.74,,15.0,116.5,227.6,25.47
Pulses,Haryana,Zaid,1.67,919.6,30.3,49.0,7.29,87.8,54.1,151.2,144.5,1.75
Wheat,West Bengal,Rabi,6.43,1169.4,28.1,64.2,6.04,220.8,32.3,55.5,189.5,4.36
Sugarcane,Haryana,Kharif,4.28,744.1,25.8,72.1,7.55,124.8,73.3,66.4,243.7,106.04
Pulses,Gujarat,Kharif,1.06,1094.6,27.2,67.1,7.52,88.4,15.8,123.7,84.3,1.9
Pulses,Madhya Pradesh,Zaid,6.76,551.7,38.2,72.2,6.67,109.0,41.6,132.9,181.1,1.48
Maize,Andhra Pradesh,Kharif,3.08,540.9,26.2,76.0,7.57,127.6,60.5,108.1,140.4,5.31
Groundnut,Punjab,Rabi,5.05,602.5,21.1,59.9,,166.8,83.9,118.1,193.9,3.03
Groundnut,Punjab,Zaid,2.09,850.1,25.8,68.4,6.74,147.3,69.7,81.2,145.5,3.02
Cotton,Punjab,Zaid,10.74,412.7,15.0,69.6,6.32,138.0,61.2,167.6,120.6,2.47
Groundnut,Maharashtra,Rabi,3.61,317.0,26.2,79.8,7.03,198.0,34.9,140.1,87.5,2.8
Wheat,Madhya Pradesh,Kharif,9.64,901.7,22.1,56.6,6.58,102.3,40.1,143.2,117.6,4.76
Potato,Tamil Nadu,Kharif,3.33,870.8,25.0,65.0,7.09,76.4,24.6,104.0,250.7,28.38
Pulses,West Bengal,Rabi,1.34,894.9,26.8,73.3,,59.7,80.7,125.0,139.6,1.76
Cotton,Uttar Pradesh,Rabi,5.21,827.0,27.0,92.8,5.76,199.7,41.4,57.4,149.8,2.79
Cotton,Gujarat,Zaid,9.4,856.0,27.2,58.9,,140.3,56.6,83.7,181.7,2.3
Wheat,Punjab,Kharif,3.2,626.2,15.0,78.4,6.17,200.1,55.8,77.4,145.4,4.63
Sugarcane,Maharashtra,Rabi,6.66,1264.7,22.5,70.9,7.08,119.4,43.6,118.3,62.3,90.64
Potato,Haryana,Zaid,3.27,613.6,23.2,95.0,5.95,156.8,71.8,158.2,213.5,26.92
Cotton,Haryana,Kharif,8.95,573.8,18.0,57.7,6.34,180.0,37.0,127.4,146.2,2.67
Rice,Uttar Pradesh,Zaid,2.45,781.7,22.7,74.8,7.39,102.1,73.0,113.7,118.8,4.13
Sugarcane,Andhra Pradesh,Kharif,8.51,1406.1,23.5,66.7,7.37,152.5,69.7,64.9,223.9,100.04
Pulses,Gujarat,Rabi,3.79,,27.0,72.6,6.01,137.3,34.9,175.3,84.7,1.71
Pulses,Punjab,Kharif,5.33,660.9,28.1,53.1,8.2,83.2,67.4,77.6,251.3,1.97
Groundnut,Gujarat,Rabi,2.38,638.9,25.8,68.0,6.53,215.6,52.1,106.0,118.6,2.89
Maize,Gujarat,Kharif,5.17,1013.2,22.7,61.4,6.69,72.7,43.9,180.9,182.7,5.79
Wheat,Karnataka,Kharif,9.86,,38.2,89.9,4.8,139.0,71.4,159.3,201.6,4.42
Potato,Haryana,Rabi,4.38,903.4,24.3,64.5,7.29,136.3,104.3,92.3,148.2,27.4
Wheat,Uttar Pradesh,Rabi,9.57,873.8,27.0,66.6,7.02,94.7,69.8,102.6,213.2,4.63
Cotton,Tamil Nadu,Rabi,9.2,776.5,23.0,37.4,8.0,206.2,15.0,108.4,55.3,2.43
Maize,Andhra Pradesh,Rabi,2.49,848.3,26.3,59.3,6.52,182.0,82.5,95.5,225.1,5.6
Cotton,Haryana,Kharif,4.71,949.0,29.0,72.5,6.26,188.0,51.2,94.0,204.9,2.98
Wheat,Tamil Nadu,Rabi,3.08,976.2,26.2,76.9,7.36,48.7,56.0,76.3,152.9,4.73
Wheat,Gujarat,Zaid,3.82,942.0,28.2,71.6,7.91,147.4,52.9,41.0,139.4,4.21
Groundnut,Haryana,Kharif,5.26,767.7,23.1,62.8,7.0,111.9,62.9,135.6,149.7,3.1
Cotton,Punjab,Zaid,2.14,790.5,25.5,85.5,5.99,131.2,38.2,100.9,105.6,2.5
Groundnut,West Bengal,Zaid,4.33,1078.3,33.4,72.1,6.46,158.5,63.7,97.3,153.2,2.46
Wheat,Haryana,Zaid,1.77,719.5,32.4,54.8,6.86,87.6,77.9,100.0,118.8,4.34
Sugarcane,Madhya Pradesh,Rabi,4.1,1069.8,22.3,80.1,6.95,126.8,30.8,133.0,137.4,95.21
Rice,Gujarat,Rabi,7.66,1162.1,26.8,67.4,7.88,53.0,37.7,89.6,181.6,4.47
Rice,Gujarat,Rabi,6.28,900.6,32.0,61.2,5.91,123.4,55.9,139.0,124.3,4.52
Potato,Haryana,Kharif,2.22,1405.7,31.0,70.0,6.62,113.5,73.5,134.7,,26.86
Sugarcane,Maharashtra,Zaid,6.76,872.0,24.3,66.9,6.67,144.9,83.8,118.1,206.7,92.79
Pulses,Haryana,Kharif,3.7,777.5,32.9,69.2,6.57,105.4,15.0,74.8,224.2,2.06
Maize,Maharashtra,Rabi,5.12,988.4,30.4,92.2,6.98,140.6,53.1,137.6,164.9,5.05
Maize,West Bengal,Kharif,2.93,1004.9,28.4,75.3,7.05,110.2,33.9,91.2,155.6,5.16
Groundnut,Tamil Nadu,Zaid,1.69,1201.0,32.3,50.0,7.17,89.5,47.9,104.5,112.1,2.52
Groundnut,Haryana,Zaid,4.99,784.5,27.5,69.2,6.71,157.3,73.8,60.7,145.0,2.58
Cotton,Karnataka,Rabi,8.61,517.9,35.9,65.2,6.37,143.7,39.4,90.3,89.8,2.44
Potato,Haryana,Zaid,3.19,814.9,27.2,47.5,7.14,114.7,71.4,80.9,118.5,26.57
Pulses,Madhya Pradesh,Kharif,1.42,778.5,32.2,62.3,6.2,82.3,72.9,113.0,188.4,1.82
Rice,Gujarat,Zaid,4.07,742.7,20.3,73.0,7.1,94.0,52.2,108.3,,3.61
Cotton,West Bengal,Zaid,5.48,400.1,33.5,55.1,5.26,115.7,46.1,81.3,29.1,2.05
Sugarcane,Uttar Pradesh,Zaid,5.14,524.9,34.2,70.4,5.31,159.9,74.1,88.1,149.6,95.01
Rice,Madhya Pradesh,Rabi,6.96,759.3,26.1,42.6,7.26,152.3,41.6,30.0,185.6,4.91
Maize,Haryana,Rabi,1.43,980.7,26.6,68.2,6.89,69.1,15.0,103.6,193.8,5.31
Potato,West Bengal,Rabi,1.16,477.0,26.1,60.0,6.06,106.4,47.4,120.0,157.8,26.59
Cotton,Haryana,Kharif,5.09,481.8,24.5,94.2,6.28,130.9,28.0,111.1,48.6,2.64
Groundnut,Uttar Pradesh,Kharif,2.45,1505.7,24.2,68.4,6.21,140.9,74.6,146.9,123.0,2.96
Potato,Punjab,Rabi,2.07,1086.9,27.9,64.5,5.97,116.0,49.8,159.1,175.2,29.16
Sugarcane,Tamil Nadu,Zaid,2.91,651.7,34.6,66.7,8.2,164.1,53.3,101.7,167.3,87.89
Pulses,Andhra Pradesh,Zaid,5.96,797.4,28.1,64.3,6.85,150.9,68.6,47.4,96.5,1.82
Potato,Maharashtra,Zaid,3.11,1748.7,33.7,62.0,7.77,61.3,45.9,152.0,157.4,21.19
Potato,Haryana,Zaid,4.98,1681.3,29.5,82.2,5.62,125.7,56.4,88.4,,25.05
Rice,Gujarat,Zaid,4.2,724.9,26.0,46.8,7.76,95.1,64.5,77.1,154.9,3.74
Groundnut,Andhra Pradesh,Kharif,3.18,673.3,25.4,49.4,5.44,189.6,84.5,101.2,149.3,2.94
Wheat,Karnataka,Kharif,3.39,513.4,23.9,64.6,6.25,86.7,39.3,124.7,166.1,4.12
Sugarcane,Uttar Pradesh,Rabi,1.55,1155.5,20.6,76.9,6.13,95.9,61.0,134.3,211.3,96.37
Groundnut,Madhya Pradesh,Rabi,3.67,906.7,20.6,62.6,6.64,141.1,15.0,98.3,61.2,2.3
Sugarcane,Andhra Pradesh,Kharif,3.27,636.7,30.5,56.8,6.81,142.6,15.0,146.2,101.2,92.18
Sugarcane,Punjab,Rabi,6.05,957.6,36.7,59.3,5.71,65.2,60.4,168.1,,107.57
Wheat,Punjab,Zaid,7.81,571.4,27.4,58.3,5.98,,63.4,130.7,300.0,4.83
Cotton,Gujarat,Kharif,7.17,957.3,27.2,62.7,6.43,117.0,39.1,126.3,104.6,2.53
Maize,Uttar Pradesh,Zaid,2.4,783.6,29.0,59.5,6.7,94.7,60.0,117.0,229.9,4.89
Maize,Andhra Pradesh,Rabi,3.28,880.4,23.8,75.8,8.15,78.1,81.7,90.5,77.9,4.72
Pulses,Maharashtra,Zaid,4.39,1440.6,33.9,,6.44,116.9,56.5,125.9,206.6,1.52
Rice,Uttar Pradesh,Zaid,1.85,888.7,24.7,70.2,7.28,177.7,70.9,93.2,81.4,4.25
Wheat,Maharashtra,Rabi,9.04,250.0,27.4,77.3,6.16,68.8,44.4,94.2,167.2,4.57
Cotton,Madhya Pradesh,Zaid,11.88,1376.2,31.7,87.0,6.82,178.5,43.1,111.7,78.7,1.95
Wheat,Punjab,Kharif,5.7,603.1,27.4,55.4,7.22,145.6,25.5,115.2,213.1,4.64
Wheat,Andhra Pradesh,Zaid,1.45,890.3,29.7,42.9,6.02,209.0,65.5,155.8,114.9,4.01
Pulses,Madhya Pradesh,Rabi,6.9,920.0,35.5,75.1,6.09,165.2,82.4,95.5,70.6,1.72
Potato,Haryana,Kharif,1.67,1025.8,,59.5,6.49,160.7,55.8,125.9,160.5,28.84
Maize,Tamil Nadu,Kharif,6.64,854.9,30.2,38.0,7.71,111.7,86.0,129.3,128.4,5.16
Cotton,Tamil Nadu,Zaid,7.1,1087.0,25.3,76.3,5.45,143.7,53.0,64.2,102.1,2.36
Wheat,Andhra Pradesh,Zaid,4.8,1089.8,33.4,85.1,6.52,139.6,15.0,82.9,99.6,4.06
Pulses,Andhra Pradesh,Kharif,5.48,998.1,24.3,72.1,6.2,167.1,38.3,77.6,195.4,1.89
Cotton,Punjab,Rabi,11.86,604.6,15.3,75.3,6.76,75.6,54.5,76.5,236.9,2.82
Cotton,Punjab,Kharif,11.37,474.4,29.6,55.7,6.36,126.8,48.3,81.2,162.8,2.81
Pulses,Haryana,Rabi,2.36,795.0,20.1,75.1,6.23,79.9,75.4,92.4,128.5,1.91
Maize,Gujarat,Rabi,4.85,864.2,25.2,53.4,7.67,163.4,49.9,174.8,105.6,5.17
Rice,Punjab,Zaid,1.82,1012.8,33.1,83.0,6.59,199.6,46.3,118.8,132.4,4.3
Rice,Maharashtra,Rabi,1.56,586.1,25.5,62.4,8.08,188.4,73.1,102.8,,4.25
Rice,Punjab,Kharif,5.15,924.7,23.7,74.6,5.53,177.0,55.4,208.5,67.1,5.09
Rice,Andhra Pradesh,Kharif,1.91,841.0,25.7,74.7,7.32,144.6,64.5,133.4,171.8,5.03
Sugarcane,Tamil Nadu,Rabi,7.34,350.6,36.2,76.4,6.38,75.6,88.6,107.4,161.6,94.71
Pulses,Tamil Nadu,Rabi,1.76,924.7,20.8,62.5,7.93,103.6,49.4,89.7,153.2,1.68
Maize,Haryana,Rabi,6.87,835.2,24.9,66.8,7.49,113.3,16.4,129.0,90.3,5.55
Maize,Andhra Pradesh,Kharif,4.4,1419.1,29.2,64.7,6.85,72.3,60.3,97.3,33.7,4.71
Wheat,Gujarat,Zaid,4.05,1118.6,28.5,72.7,7.28,98.5,64.8,75.5,211.6,3.98
Rice,Tamil Nadu,Kharif,5.53,717.7,29.1,76.0,6.98,109.9,72.2,147.9,89.8,4.65
Wheat,Tamil Nadu,Zaid,7.56,1036.0,25.8,75.6,6.77,49.7,58.9,99.8,300.0,4.24
Wheat,Madhya Pradesh,Zaid,9.02,600.4,23.9,64.1,6.37,110.0,69.6,82.6,181.3,4.14
Wheat,Uttar Pradesh,Rabi,2.91,815.2,25.4,61.8,7.53,40.0,33.5,96.6,171.0,4.62
Rice,Madhya Pradesh,Kharif,6.61,934.4,29.6,68.3,6.1,88.7,61.9,139.0,151.3,4.5
Pulses,Andhra Pradesh,Kharif,2.44,850.1,22.6,76.3,7.12,72.6,60.0,74.5,154.8,1.78
Cotton,Haryana,Kharif,4.93,1146.8,15.8,62.7,5.88,85.8,59.6,136.4,116.9,2.67
Rice,Gujarat,Kharif,4.57,1329.6,25.4,79.7,5.44,133.0,33.6,138.1,107.2,4.21
Maize,Punjab,Rabi,4.4,690.8,23.6,60.3,6.27,115.5,43.6,136.5,76.9,5.63
Potato,West Bengal,Zaid,4.08,594.3,22.0,66.7,7.52,148.2,75.3,144.4,117.5,27.46
Rice,Andhra Pradesh,Rabi,4.75,1018.9,21.9,66.3,6.99,145.0,62.9,100.5,61.2,4.71
Wheat,Karnataka,Rabi,5.31,776.7,15.9,95.0,5.52,78.8,47.3,96.0,233.1,4.33
Maize,Madhya Pradesh,Rabi,6.0,1106.1,30.0,61.4,8.2,111.6,47.9,81.1,20.0,4.9
Potato,Madhya Pradesh,Rabi,1.06,737.8,24.0,67.9,6.24,91.0,38.2,151.7,63.0,25.15
Pulses,Karnataka,Zaid,5.16,748.8,24.1,67.8,7.59,109.2,69.6,89.4,48.9,1.37
Wheat,Gujarat,Zaid,2.21,922.4,31.8,35.7,6.36,129.9,17.9,66.0,120.9,3.99
Groundnut,Gujarat,Rabi,2.82,873.3,23.8,74.4,6.88,157.2,72.6,66.6,108.0,2.65
Wheat,Andhra Pradesh,Zaid,6.85,1115.7,22.2,72.9,6.69,121.3,29.9,99.3,113.8,3.84
Rice,Haryana,Zaid,7.49,926.4,26.1,60.0,7.01,113.7,41.9,74.4,116.8,4.31
Sugarcane,Maharashtra,Rabi,3.87,619.6,22.4,71.9,6.85,87.0,43.4,95.5,20.5,98.15
Potato,West Bengal,Kharif,1.66,676.5,23.9,80.6,6.14,106.2,79.7,78.3,72.6,26.52
Wheat,Uttar Pradesh,Kharif,4.51,309.6,28.1,87.9,6.49,93.2,80.9,108.0,106.4,4.29
Cotton,West Bengal,Rabi,6.24,687.1,25.0,54.7,6.9,113.0,73.0,109.3,191.0,2.85
Maize,Tamil Nadu,Rabi,6.56,655.5,24.5,82.9,6.38,63.3,58.3,100.0,111.7,5.47
Potato,Punjab,Zaid,1.61,672.9,28.3,50.9,6.05,155.7,26.4,98.1,225.4,29.84
Maize,Tamil Nadu,Zaid,4.38,1212.5,31.4,56.7,6.67,93.7,58.2,132.6,153.3,4.72
Groundnut,Haryana,Zaid,4.29,1267.5,35.4,,6.94,59.5,75.4,86.7,151.7,2.74
Rice,Haryana,Zaid,2.17,283.6,31.8,74.4,6.41,113.0,55.0,49.0,104.3,4.49
Maize,Tamil Nadu,Zaid,4.81,1041.1,36.6,60.4,6.95,77.6,82.3,95.3,134.7,4.61
Pulses,Haryana,Rabi,6.53,1155.8,31.3,58.0,6.94,,60.5,115.1,163.1,1.78
Rice,Tamil Nadu,Rabi,4.05,653.2,29.8,66.1,6.34,114.5,93.8,65.6,160.8,4.8
Rice,Haryana,Rabi,4.93,603.1,32.7,61.8,6.74,40.0,81.8,108.1,193.8,4.91
Wheat,Andhra Pradesh,Zaid,4.53,825.7,35.2,75.8,6.32,131.1,45.4,105.1,125.0,3.91
Wheat,Haryana,Zaid,9.06,250.0,27.6,71.6,6.04,128.8,70.9,103.5,209.2,4.03
Potato,Punjab,Zaid,2.8,853.1,23.6,91.1,7.19,196.1,60.7,140.9,164.3,27.61
Pulses,Uttar Pradesh,Kharif,1.76,1174.0,28.2,73.1,6.94,93.4,37.5,93.5,62.4,1.77
Sugarcane,Gujarat,Kharif,2.09,1114.4,26.2,95.0,7.25,178.7,74.2,210.3,290.6,97.87
Potato,Gujarat,Zaid,2.41,707.4,25.8,65.2,5.75,143.7,54.1,100.5,,23.91
Rice,Tamil Nadu,Zaid,3.27,848.7,23.5,72.0,7.15,150.1,37.1,173.6,66.7,4.29
Groundnut,Karnataka,Rabi,5.78,732.4,17.1,71.5,6.61,85.2,27.3,78.5,223.3,2.53
Cotton,Gujarat,Rabi,4.14,969.5,19.8,76.5,6.38,191.1,65.2,133.7,130.4,2.78
Sugarcane,Maharashtra,Rabi,1.62,988.6,26.5,87.3,7.83,140.1,48.5,126.4,208.0,102.23
Potato,Haryana,Kharif,2.32,742.2,27.6,71.5,5.51,90.7,26.1,115.8,117.4,27.16
Sugarcane,Andhra Pradesh,Zaid,2.67,1196.8,26.8,70.7,6.18,128.8,53.5,168.6,165.9,94.72
Wheat,Gujarat,Zaid,9.71,655.4,28.2,84.7,6.09,140.8,36.1,67.5,184.9,3.98
Sugarcane,Maharashtra,Kharif,4.04,797.1,22.3,84.6,7.15,140.3,70.7,111.0,194.2,102.62
Pulses,Madhya Pradesh,Zaid,3.48,880.8,30.0,79.6,6.8,56.5,36.0,95.6,152.0,1.57
Cotton,Andhra Pradesh,Zaid,10.07,842.8,36.9,79.4,7.02,40.0,48.1,105.2,197.3,2.42
Rice,Gujarat,Zaid,7.63,969.6,31.0,66.7,7.5,125.6,29.7,94.1,72.6,4.41
Sugarcane,Tamil Nadu,Zaid,2.49,494.7,20.3,79.0,6.02,120.8,19.9,132.1,107.0,77.96
